crop_id,dataset_path,polygon_rank_x,joint_position,board,package,cell,viewpoint,class,group_id,split,split_hash
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_27_19_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_27_19_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_106,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_27_19_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_27_19_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_106,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_30_59_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_30_59_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_107,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_30_59_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_30_59_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_107,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_09_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_09_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_108,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_09_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_09_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,spike,manual_108,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_27_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_27_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_109,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_27_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_27_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_109,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_36_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_36_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,insufficient,manual_110,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_36_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_36_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_110,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_46_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_46_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_111,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_46_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_46_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_111,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_58_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_58_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,excess,manual_112,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_58_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_31_58_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_112,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_07_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_07_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,insufficient,manual_113,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_07_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_07_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_113,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_15_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_15_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_114,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_15_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_15_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,insufficient,manual_114,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_27_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_27_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,normal,manual_115,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_27_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_27_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_115,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_54_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_54_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2.1,spike,manual_116,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_54_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2.1/WIN_20220408_14_32_54_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2.1,excess,manual_116,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_02_58_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_02_58_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_117,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_02_58_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_02_58_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_117,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_19_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_19_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_107,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_19_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_19_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_107,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_30_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_30_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_095,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_30_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_30_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_095,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_41_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_41_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_096,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_41_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_41_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_096,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_53_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_53_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_118,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_53_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_03_53_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_118,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_10_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_10_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_098,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_10_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_10_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_098,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_22_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_22_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_099,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_22_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_22_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,insufficient,manual_099,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_34_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_34_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_119,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_34_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_34_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_119,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_45_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_45_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_120,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_45_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_45_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,insufficient,manual_120,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_59_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_59_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_115,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_59_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_04_59_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,normal,manual_115,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_05_25_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_05_25_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_121,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_05_25_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_05_25_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_121,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_05_45_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_05_45_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_122,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_05_45_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_05_45_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,normal,manual_122,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_09_46_Pro_C35.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_09_46_Pro_C35.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_116,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_09_46_Pro_C35.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_09_46_Pro_C35.jpg,2,right,CS6,R0805,CS6/R0805,V2,insufficient,manual_116,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_29_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_29_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_123,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_29_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_29_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,normal,manual_123,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_41_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_41_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_124,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_41_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_41_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,normal,manual_124,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_55_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_55_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_113,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_55_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_10_55_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,insufficient,manual_113,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_07_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_07_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_125,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_07_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_07_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_125,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_18_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_18_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_126,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_18_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_18_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_126,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_34_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_34_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_127,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_34_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_34_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_127,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_46_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_46_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,spike,manual_128,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_46_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_11_46_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_128,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_12_00_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_12_00_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_129,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_12_00_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_12_00_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_129,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_12_16_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_12_16_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,excess,manual_130,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_12_16_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_12_16_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_130,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_20_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_20_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,insufficient,manual_085,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_20_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_20_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_085,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_40_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_40_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,spike,manual_086,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_40_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_40_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_086,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_59_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_59_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,spike,manual_087,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_59_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_16_59_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_087,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_12_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_12_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,spike,manual_088,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_12_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_12_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_088,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_26_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_26_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,spike,manual_089,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_26_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_26_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,excess,manual_089,val,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_48_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_48_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,normal,manual_093,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_48_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_17_48_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,normal,manual_093,test,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_18_00_Pro.jpg#1,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_18_00_Pro.jpg,1,left,CS6,R0805,CS6/R0805,V2,normal,manual_091,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_18_00_Pro.jpg#2,SolDef_AI/Dataset/CS6/R0805/V2/WIN_20220408_14_18_00_Pro.jpg,2,right,CS6,R0805,CS6/R0805,V2,spike,manual_091,train,7925ce616931ad52c69a46e94b69e113fc9713d4bb15c5f9163ba0354e4c8b0c
